Date,High,Low,Open,Close,Volume,Adj Close
2016-04-27,51.43522262573242,50.651668548583984,50.86113357543945,51.24903106689453,2878853.0,46.5659065246582
2016-04-28,51.528316497802734,50.56632995605469,51.016292572021484,50.682701110839844,2385810.0,46.05131912231445
2016-04-29,51.047325134277344,50.38789749145508,50.51978302001953,50.84561538696289,3163722.0,46.19934844970703
2016-05-02,51.62916946411133,50.651668548583984,51.101627349853516,51.311092376708984,2559696.0,46.62229537963867
2016-05-03,51.29557800292969,50.54305648803711,50.868892669677734,51.202484130859375,2056084.0,46.523616790771484
2016-05-04,51.00077438354492,50.06206512451172,50.868892669677734,50.31031799316406,2179828.0,45.712974548339844
2016-05-05,50.837860107421875,50.0853385925293,50.56632995605469,50.31031799316406,2126463.0,45.712974548339844
2016-05-06,50.868892669677734,50.108612060546875,50.16291809082031,50.837860107421875,1631616.0,46.19231033325195
2016-05-09,50.830101013183594,50.403411865234375,50.651668548583984,50.620635986328125,1675313.0,45.99493408203125
2016-05-10,51.55158996582031,50.70597457885742,50.93871307373047,51.466251373291016,1671060.0,46.763282775878906
2016-05-11,51.861907958984375,51.07835388183594,51.357643127441406,51.15593338012695,2097074.0,46.48131561279297
2016-05-12,51.58262252807617,50.69821548461914,51.41970443725586,51.140419006347656,1634968.0,46.46721649169922
2016-05-13,51.45073699951172,50.55081558227539,50.985260009765625,50.88440704345703,2097332.0,46.23460388183594
2016-05-16,51.7532958984375,51.101627349853516,51.101627349853516,51.45849609375,2715536.0,46.756229400634766
2016-05-17,51.714508056640625,50.75252151489258,51.349884033203125,50.91543960571289,2104421.0,46.26280212402344
2016-05-18,51.287818908691406,50.21722412109375,50.775794982910156,50.581844329833984,2548353.0,45.959678649902344
2016-05-19,50.30255889892578,49.410396575927734,50.224979400634766,49.65864944458008,3334643.0,45.120849609375
2016-05-20,50.38789749145508,49.79053497314453,50.0155143737793,49.80604934692383,2210119.0,45.254783630371094
2016-05-23,50.256011962890625,49.46470260620117,49.83708190917969,50.100852966308594,1372785.0,45.52265548706055
2016-05-24,51.06283950805664,50.34135055541992,50.4499626159668,50.85337448120117,1287840.0,46.20640563964844
2016-05-25,51.652442932128906,51.14817810058594,51.18696594238281,51.42746353149414,1617179.0,46.7280387878418
2016-05-26,51.93172836303711,51.342124938964844,51.59813690185547,51.41970443725586,1442907.0,46.720977783203125
2016-05-27,51.675716400146484,51.101627349853516,51.42746353149414,51.57486343383789,1838759.0,46.861968994140625
2016-05-31,51.94724655151367,51.43522262573242,51.62141036987305,51.830875396728516,2375369.0,47.09458923339844
2016-06-01,51.652442932128906,50.55081558227539,51.4740104675293,51.59038162231445,2096558.0,46.876068115234375
2016-06-02,51.64468765258789,51.21023941040039,51.3731575012207,51.64468765258789,1177630.0,46.92540740966797
2016-06-03,51.528316497802734,50.69821548461914,51.41194534301758,51.047325134277344,2137935.0,46.382633209228516
2016-06-06,51.26454544067383,50.612876892089844,51.15593338012695,51.12490463256836,4564865.0,46.453121185302734
2016-06-07,51.706748962402344,50.837860107421875,51.287818908691406,51.07835388183594,2725204.0,46.41082763671875
2016-06-08,51.357643127441406,50.86113357543945,51.047325134277344,51.07835388183594,1765930.0,46.63750076293945
2016-06-09,51.016292572021484,50.55081558227539,50.7447624206543,50.96198654174805,1252006.0,46.531246185302734
2016-06-10,50.504268646240234,49.712955474853516,50.465476989746094,50.03103256225586,1320581.0,45.68123245239258
2016-06-13,49.96896743774414,49.30178451538086,49.76726150512695,49.30178451538086,1486088.0,45.01538848876953
2016-06-14,49.410396575927734,48.87509536743164,49.10783767700195,49.387123107910156,2053119.0,45.09330749511719
2016-06-15,50.19395065307617,49.44142532348633,49.5500373840332,49.899147033691406,2854104.0,45.560813903808594
2016-06-16,50.139644622802734,49.20869064331055,49.712955474853516,50.077579498291016,1774437.0,45.72373962402344
2016-06-17,50.66718292236328,50.0,50.17067337036133,50.53529739379883,2414813.0,46.14165115356445
2016-06-20,51.66020202636719,51.140419006347656,51.194725036621094,51.1792106628418,1738088.0,46.729583740234375
2016-06-21,51.28006362915039,50.70597457885742,51.14817810058594,50.737003326416016,1430146.0,46.32582473754883
2016-06-22,51.22575759887695,50.57408905029297,50.85337448120117,50.70597457885742,1212820.0,46.2974967956543
2016-06-23,51.44297790527344,51.0085334777832,51.33436965942383,51.42746353149414,1373301.0,46.95626449584961
2016-06-24,49.899147033691406,48.712181091308594,49.14662551879883,48.77424240112305,5939712.0,44.53371047973633
2016-06-27,48.169124603271484,45.84949493408203,48.130332946777344,45.91156005859375,5555074.0,41.919918060302734
2016-06-28,46.7882080078125,46.03568649291992,46.5089225769043,46.7882080078125,4003634.0,42.72034454345703
2016-06-29,48.076026916503906,46.99767303466797,47.439876556396484,47.97517395019531,3131754.0,43.804115295410156
2016-06-30,49.42591094970703,47.99068832397461,48.12257766723633,49.40263748168945,3819436.0,45.10746383666992
2016-07-01,50.0155143737793,49.20869064331055,49.47245788574219,49.65864944458008,2396509.0,45.341217041015625
2016-07-05,49.48021697998047,48.69666290283203,49.42591094970703,48.93716049194336,2278823.0,44.682472229003906
2016-07-06,49.705196380615234,48.45616912841797,48.69666290283203,49.69744110107422,2971145.0,45.37664031982422
2016-07-07,50.41893005371094,49.65864944458008,49.83708190917969,50.05430603027344,1797253.0,45.70248031616211
2016-07-08,51.0938720703125,50.53529739379883,50.53529739379883,51.00077438354492,1568069.0,46.566654205322266
2016-07-11,51.59038162231445,51.101627349853516,51.202484130859375,51.1093864440918,2010969.0,46.66583251953125
2016-07-12,52.05585861206055,51.45073699951172,51.55158996582031,51.93172836303711,1900759.0,47.41667556762695
2016-07-13,52.404964447021484,51.80760192871094,51.96276092529297,52.381690979003906,2029402.0,47.827518463134766
