Date,High,Low,Open,Close,Volume,Adj Close
2016-04-27,79.69000244140625,78.66000366210938,78.97000122070312,79.44999694824219,7863900.0,71.57548522949219
2016-04-28,80.73999786376953,78.86000061035156,78.97000122070312,79.77999877929688,7246100.0,71.87275695800781
2016-04-29,79.68000030517578,78.7699966430664,79.41000366210938,79.1500015258789,7610100.0,71.30521392822266
2016-05-02,80.01000213623047,78.79000091552734,78.91000366210938,79.3499984741211,5582100.0,71.48540496826172
2016-05-03,79.80000305175781,79.01000213623047,79.16999816894531,79.44000244140625,3713600.0,71.56647491455078
2016-05-04,79.41999816894531,78.62999725341797,78.91000366210938,78.81999969482422,5153900.0,71.00792694091797
2016-05-05,79.91000366210938,79.0999984741211,79.13999938964844,79.5,5922900.0,71.62053680419922
2016-05-06,79.87000274658203,78.8499984741211,79.37999725341797,79.73999786376953,4054900.0,71.83675384521484
2016-05-09,80.70999908447266,79.83000183105469,79.83000183105469,80.33000183105469,4005200.0,72.3682632446289
2016-05-10,81.2300033569336,80.41000366210938,80.77999877929688,81.2300033569336,3766800.0,73.17906188964844
2016-05-11,81.55999755859375,80.95999908447266,81.25,81.11000061035156,3865700.0,73.07095336914062
2016-05-12,81.66999816894531,80.81999969482422,81.16999816894531,81.33999633789062,4720100.0,73.27816772460938
2016-05-13,81.5,80.55000305175781,81.0,80.70999908447266,4302900.0,72.7105941772461
2016-05-16,82.0,80.6500015258789,80.66000366210938,81.88999938964844,4268800.0,73.77363586425781
2016-05-17,81.81999969482422,80.4800033569336,81.5,80.80999755859375,4481900.0,72.80068969726562
2016-05-18,81.20999908447266,80.08000183105469,80.63999938964844,80.5999984741211,5374900.0,72.61149597167969
2016-05-19,80.66999816894531,79.63999938964844,80.43000030517578,80.0,5106400.0,72.07096862792969
2016-05-20,80.91999816894531,80.18000030517578,80.44000244140625,80.5199966430664,5196000.0,72.53943634033203
2016-05-23,80.66999816894531,80.23999786376953,80.56999969482422,80.30000305175781,3279900.0,72.34122467041016
2016-05-24,81.66000366210938,80.47000122070312,80.83999633789062,80.94000244140625,4869100.0,72.91780853271484
2016-05-25,81.45999908447266,80.94000244140625,81.08000183105469,81.08000183105469,4487200.0,73.04391479492188
2016-05-26,81.4000015258789,80.9000015258789,81.01000213623047,81.18000030517578,4011500.0,73.1340103149414
