time,open,high,low,close,EMA,bullish,Volume,Volume MA
2019-02-03T07:00:00Z,294.10001,294.89999,291,293,411.4766606357087,0,2134709,17651242.2
2019-02-04T07:00:00Z,293.5,313,291.39999,311,410.4768928681892,0,17061662,17705921.6
2019-02-05T07:00:00Z,311,321,311,319.29999,409.56966000382914,0,15377612,17454372.35
2019-02-06T07:00:00Z,319.29999,322.89999,310,311.60001,408.59483761573136,0,9572474,17012084.1
2019-02-07T07:00:00Z,310,314.5,306.79999,309,407.6038442066196,0,9339377,16638964.9
2019-02-10T07:00:00Z,312,315.39999,311,311.5,406.64758705033483,0,2211384,16584960
2019-02-11T07:00:00Z,312,314.10001,308,314.10001,405.7267156368987,0,4757801,15129472.3
2019-02-12T07:00:00Z,315,321.79999,314.10001,316.39999,404.83789249623305,0,3314772,11901152.2
2019-02-13T07:00:00Z,318.29999,320.89999,316.5,318.79999,403.9817939639322,0,6273113,11541750.2
2019-02-14T07:00:00Z,320,321.79999,316.79999,317.20001,403.11829362598263,0,9098136,11147683.3
2019-02-17T07:00:00Z,321,323.39999,320.20001,323,402.3210966744803,0,2647867,10812666.65
2019-02-18T07:00:00Z,322.89999,325,318.5,323.39999,401.53581203095314,0,3825725,10178944.9
2019-02-19T07:00:00Z,324.89999,326.79999,313.10001,313.70001,400.6618239510432,0,8377123,10103688.5
2019-02-20T07:00:00Z,315.89999,330.5,315.39999,329.5,399.95374610078403,0,36716721,11489669.15
2019-02-21T07:00:00Z,330,330.5,320.39999,321.70001,399.1751019604777,0,12127172,11615354.05
2019-02-24T07:00:00Z,319,329,319,325,398.43704124445304,0,3158707,11579051.9
2019-02-25T07:00:00Z,325,327.39999,322.39999,327,397.72622491366246,0,6254121,10230789.15
2019-02-26T07:00:00Z,327,327.29999,322.79999,322.79999,396.98069023790464,0,5812678,9697979.4
2019-02-27T07:00:00Z,322,323.10001,311.29999,314.10001,396.15600685245283,0,4583297,9279483.75
2019-02-28T07:00:00Z,313.79999,321.20001,310.29999,317.79999,395.37634499322445,0,7921385,8528291.8
2019-03-03T07:00:00Z,324.79999,325.79999,321,324.5,394.6711077296103,0,2582842,8550698.45
2019-03-04T07:00:00Z,322.10001,328,321.5,326.5,393.99278824971367,0,3954939,7895362.3
2019-03-05T07:00:00Z,327.89999,327.89999,323.60001,326,393.3162430930001,0,3269673,7289965.35
2019-03-06T07:00:00Z,326.10001,326.5,321.29999,321.89999,392.60563360948765,0,3861836,7004433.45
2019-03-07T07:00:00Z,324.20001,325.60001,319.79999,319.79999,391.8811993447166,0,5465302,6810729.7
2019-03-10T07:00:00Z,319.79999,322,316,316.29999,391.1291475104408,0,1167037,6758512.35
2019-03-11T07:00:00Z,316.29999,319.70001,312.60001,316.5,390.38656892824736,0,5149432,6778093.9
2019-03-12T07:00:00Z,316.5,318.79999,310.20001,313.70001,389.62351859065285,0,7801957,7002453.15
2019-03-13T07:00:00Z,312.20001,316.79999,311.5,316,388.89094626636773,0,4630328,6920313.9
2019-03-14T07:00:00Z,314.29999,315.79999,303.89999,305,388.05621048262276,0,13483241,7139569.15
2019-03-17T07:00:00Z,309.70001,310.10001,305.5,306,387.23973077632803,0,1983421,7106346.85
